Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy,Model_Pred
2023-08-14,14,August,2023,22,Youth (<25),F,United States,Washington,bikes,road bikes,"road-550-w yellow, 40",2,713,1120,321,1426,1747,large,green,aluminum,3 Years,manufacturer b,5,11.6,6,16,False,8.91,Posti,Same Day,,30 Days,1
2023-08-14,14,August,2023,22,Youth (<25),F,United States,Washington,bikes,road bikes,"road-550-w yellow, 40",1,713,1120,161,713,874,medium,black,carbon fiber,2 Years,manufacturer a,3,14.8,6,17,True,78.47,UPS,Next Day,,60 Days,1
2019-07-17,17,July,2019,19,Youth (<25),F,United States,California,bikes,road bikes,"road-350-w yellow, 42",3,1083,1701,1752,3249,5001,small,red,aluminum,2 Years,manufacturer d,2,5.83,3,19,False,25.27,UPS,Same Day,,60 Days,1
2014-10-04,4,October,2014,21,Youth (<25),F,United States,California,bikes,road bikes,"road-550-w yellow, 40",2,713,1120,769,1426,2195,large,green,carbon fiber,2 Years,manufacturer b,1,13.88,3,15,True,52.88,GLS,Same Day,,60 Days,1
2013-10-31,31,October,2013,21,Youth (<25),F,United States,California,bikes,road bikes,"road-550-w yellow, 40",2,713,1120,769,1426,2195,large,red,aluminum,Lifetime,manufacturer c,5,5.62,2,4,True,48.88,GLS,Same Day,Premium,60 Days,1
2020-11-07,7,November,2020,25,Young Adults (25-34),F,United States,Oregon,bikes,road bikes,"road-550-w yellow, 40",2,713,1120,500,1426,1926,large,black,aluminum,3 Years,manufacturer b,5,6.49,6,0,False,12.32,UPS,Express,Premium,7 Days,1
2015-04-07,7,April,2015,25,Young Adults (25-34),F,United States,Oregon,bikes,road bikes,"road-550-w yellow, 40",1,713,1120,250,713,963,extra large,black,carbon fiber,1 Year,manufacturer a,5,6.9,9,10,True,34.07,Posti,Express,,7 Days,1
2015-04-07,7,April,2015,25,Young Adults (25-34),F,United States,Oregon,bikes,road bikes,"road-550-w yellow, 40",3,713,1120,751,2139,2890,medium,blue,steel,2 Years,manufacturer a,5,14.79,3,9,True,94.19,UPS,Next Day,,No Return,1
2016-06-11,11,June,2016,19,Youth (<25),M,Australia,South Australia,bikes,road bikes,"road-550-w yellow, 38",2,713,1120,411,1426,1837,extra large,black,carbon fiber,1 Year,manufacturer d,4,9.89,6,19,False,72.45,Posti,Standard,Basic,No Return,1
2021-08-17,17,August,2021,19,Youth (<25),M,Australia,South Australia,bikes,road bikes,"road-550-w yellow, 38",1,713,1120,205,713,918,extra large,black,carbon fiber,2 Years,manufacturer d,3,8.56,2,22,False,32.96,FedEx,Standard,Premium,7 Days,1
2020-02-13,13,February,2020,38,Adults (35-64),F,United Kingdom,England,bikes,road bikes,"road-250 red, 44",2,1519,2443,1653,3038,4691,small,green,aluminum,3 Years,manufacturer b,1,10.01,3,7,True,80.76,Posti,Express,Premium,60 Days,1
2016-02-24,24,February,2016,51,Adults (35-64),F,Germany,Hessen,bikes,road bikes,"road-750 black, 58",2,344,540,316,688,1004,large,blue,steel,Lifetime,manufacturer b,3,4.8,7,6,True,31.39,UPS,Next Day,Basic,60 Days,1
2013-09-02,2,September,2013,50,Adults (35-64),M,France,Seine Saint Denis,bikes,road bikes,"road-250 black, 44",2,1555,2443,897,3110,4007,extra large,black,steel,2 Years,manufacturer a,5,10.63,9,18,True,77.13,GLS,Express,Premium,No Return,1
2022-12-14,14,December,2022,55,Adults (35-64),M,United States,Washington,bikes,road bikes,"road-550-w yellow, 42",2,713,1120,321,1426,1747,small,blue,plastic,2 Years,manufacturer d,2,10.4,7,3,True,71.16,GLS,Next Day,Premium,No Return,1
2018-05-25,25,May,2018,54,Adults (35-64),M,United States,Washington,bikes,road bikes,"road-550-w yellow, 40",2,713,1120,321,1426,1747,extra large,black,carbon fiber,3 Years,manufacturer a,2,8.57,8,27,False,32.57,Posti,Express,Basic,60 Days,1
2021-12-11,11,December,2021,54,Adults (35-64),M,United States,Washington,bikes,road bikes,"road-550-w yellow, 40",2,713,1120,321,1426,1747,medium,red,carbon fiber,Lifetime,manufacturer a,1,13.71,5,2,False,79.13,UPS,Same Day,Basic,No Return,1
2014-11-16,16,November,2014,23,Youth (<25),M,United States,Oregon,bikes,road bikes,"road-350-w yellow, 42",1,1083,1701,380,1083,1463,medium,red,plastic,3 Years,manufacturer d,4,7.3,2,27,True,77.17,FedEx,Same Day,Basic,No Return,1
2016-05-03,3,May,2016,23,Youth (<25),F,United States,California,bikes,road bikes,"road-550-w yellow, 42",2,713,1120,769,1426,2195,extra large,green,plastic,Lifetime,manufacturer a,5,4.34,2,24,False,76.71,GLS,Standard,,30 Days,1
2022-11-28,28,November,2022,23,Youth (<25),F,United States,California,bikes,road bikes,"road-550-w yellow, 42",1,713,1120,385,713,1098,small,blue,aluminum,1 Year,manufacturer a,5,8.67,5,9,False,17.08,FedEx,Next Day,Premium,30 Days,1
2015-11-28,28,November,2015,23,Youth (<25),F,United States,California,bikes,road bikes,"road-550-w yellow, 42",1,713,1120,385,713,1098,extra large,white,plastic,Lifetime,manufacturer a,2,12.2,6,5,False,36.23,GLS,Standard,,7 Days,1
2015-10-30,30,October,2015,23,Youth (<25),M,United States,California,bikes,road bikes,"road-550-w yellow, 42",2,713,1120,769,1426,2195,small,green,steel,2 Years,manufacturer d,5,12.1,8,14,False,63.84,DHL,Same Day,Basic,60 Days,1
2019-01-15,15,January,2019,23,Youth (<25),M,United States,California,bikes,road bikes,"road-550-w yellow, 42",1,713,1120,385,713,1098,small,blue,plastic,Lifetime,manufacturer d,5,14.14,8,1,True,56.95,DHL,Same Day,,30 Days,1
2023-12-31,31,December,2023,40,Adults (35-64),F,France,Essonne,bikes,road bikes,"road-250 black, 58",1,1555,2443,790,1555,2345,extra large,red,carbon fiber,Lifetime,manufacturer c,5,9.92,7,20,False,92.7,UPS,Same Day,,7 Days,1
2013-03-18,18,March,2013,40,Adults (35-64),M,Germany,Hessen,bikes,road bikes,"road-250 black, 44",2,1555,2443,1434,3110,4544,large,black,steel,1 Year,manufacturer b,3,1.24,8,21,True,93.08,FedEx,Standard,,30 Days,1
2020-02-24,24,February,2020,64,Adults (35-64),F,United States,California,bikes,road bikes,"road-550-w yellow, 44",2,713,1120,769,1426,2195,extra large,white,plastic,2 Years,manufacturer a,3,9.11,9,8,True,64.49,GLS,Next Day,,No Return,1
2015-03-12,12,March,2015,60,Adults (35-64),F,United States,California,bikes,road bikes,"road-550-w yellow, 44",4,713,1120,1538,2852,4390,extra large,green,plastic,2 Years,manufacturer a,2,14.92,5,3,False,30.1,GLS,Express,Basic,60 Days,1
2014-09-05,5,September,2014,19,Youth (<25),F,France,Essonne,bikes,road bikes,"road-350-w yellow, 42",2,1083,1701,1100,2166,3266,extra large,white,plastic,Lifetime,manufacturer a,5,6.15,1,4,True,21.56,Posti,Same Day,Basic,No Return,1
2018-03-11,11,March,2018,39,Adults (35-64),M,Germany,Saarland,bikes,road bikes,"road-250 red, 52",1,1519,2443,484,1519,2003,extra large,white,carbon fiber,3 Years,manufacturer d,4,5.68,1,11,True,39.07,DHL,Standard,Basic,7 Days,1
2018-01-05,5,January,2018,37,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 red, 48",1,487,783,280,487,767,extra large,red,aluminum,1 Year,manufacturer c,5,13.22,9,0,True,11.27,DHL,Next Day,,No Return,1
2018-06-11,11,June,2018,37,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 red, 48",2,487,783,561,974,1535,extra large,black,aluminum,2 Years,manufacturer b,1,11.67,6,15,True,43.4,Posti,Express,Basic,30 Days,1
2019-11-01,1,November,2019,37,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 red, 48",2,487,783,561,974,1535,extra large,green,plastic,2 Years,manufacturer d,3,12.72,2,7,True,38.66,FedEx,Standard,Premium,No Return,1
2017-11-01,1,November,2017,37,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 red, 48",1,487,783,280,487,767,extra large,blue,aluminum,3 Years,manufacturer a,2,5.87,7,26,False,39.51,Posti,Standard,Premium,No Return,1
2018-06-28,28,June,2018,37,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 red, 60",1,487,783,280,487,767,medium,red,plastic,2 Years,manufacturer a,2,4.53,4,23,False,83.42,GLS,Next Day,Basic,30 Days,1
2014-10-29,29,October,2014,37,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 red, 60",1,487,783,280,487,767,extra large,black,aluminum,Lifetime,manufacturer a,5,12.26,2,7,False,32.26,GLS,Express,Premium,60 Days,1
2019-12-25,25,December,2019,37,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 red, 60",3,487,783,841,1461,2302,extra large,white,aluminum,1 Year,manufacturer a,5,1.04,3,9,True,5.06,FedEx,Express,Premium,30 Days,1
2018-06-14,14,June,2018,37,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 red, 60",1,487,783,280,487,767,small,red,steel,3 Years,manufacturer a,5,13.55,9,15,False,97.19,Posti,Express,Premium,30 Days,1
2018-06-14,14,June,2018,37,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 red, 60",1,487,783,280,487,767,medium,red,aluminum,1 Year,manufacturer a,1,5.29,8,28,True,7.74,FedEx,Same Day,,7 Days,1
2020-09-15,15,September,2020,25,Young Adults (25-34),M,France,Garonne (Haute),bikes,road bikes,"road-150 red, 52",2,2171,3578,2385,4342,6727,small,blue,aluminum,3 Years,manufacturer a,2,4.0,8,16,False,37.08,FedEx,Express,Premium,No Return,1
2015-06-11,11,June,2015,26,Young Adults (25-34),F,France,Moselle,bikes,road bikes,"road-250 red, 44",1,1519,2443,631,1519,2150,large,white,plastic,3 Years,manufacturer d,5,11.67,9,2,True,35.4,DHL,Express,,60 Days,1
2017-04-27,27,April,2017,31,Young Adults (25-34),M,United States,Washington,bikes,road bikes,"road-650 black, 48",1,487,783,124,487,611,extra large,black,aluminum,2 Years,manufacturer a,4,5.23,1,15,False,84.51,GLS,Next Day,Premium,60 Days,1
2019-09-12,12,September,2019,31,Young Adults (25-34),M,United States,Washington,bikes,road bikes,"road-650 red, 60",1,487,783,124,487,611,medium,red,plastic,Lifetime,manufacturer c,4,14.18,9,27,False,77.51,FedEx,Same Day,Premium,30 Days,1
2020-12-15,15,December,2020,44,Adults (35-64),F,United States,Washington,bikes,road bikes,"road-650 red, 48",1,487,783,124,487,611,extra large,red,plastic,2 Years,manufacturer c,4,8.87,1,0,True,52.69,FedEx,Express,,7 Days,1
2023-02-05,5,February,2023,44,Adults (35-64),F,United States,Washington,bikes,road bikes,"road-650 red, 48",1,487,783,124,487,611,extra large,blue,plastic,Lifetime,manufacturer c,5,8.56,1,22,False,79.96,UPS,Same Day,,No Return,1
2023-02-05,5,February,2023,44,Adults (35-64),F,United States,Washington,bikes,road bikes,"road-650 red, 48",1,487,783,124,487,611,extra large,red,aluminum,2 Years,manufacturer b,4,12.05,3,12,False,40.4,FedEx,Express,Basic,7 Days,1
2021-06-14,14,June,2021,44,Adults (35-64),F,United States,Washington,bikes,road bikes,"road-650 red, 48",1,487,783,124,487,611,extra large,red,aluminum,2 Years,manufacturer c,4,7.65,9,23,False,30.48,GLS,Express,,No Return,1
2019-11-08,8,November,2019,32,Young Adults (25-34),M,France,Seine (Paris),bikes,road bikes,"road-250 black, 58",2,1555,2443,897,3110,4007,extra large,black,carbon fiber,1 Year,manufacturer b,4,5.11,1,7,True,47.51,Posti,Standard,Basic,30 Days,1
2017-03-26,26,March,2017,32,Young Adults (25-34),M,Germany,Hamburg,bikes,road bikes,"road-250 black, 58",2,1555,2443,1434,3110,4544,extra large,black,carbon fiber,1 Year,manufacturer b,1,8.79,4,5,False,82.23,GLS,Standard,Premium,60 Days,1
2018-04-24,24,April,2018,23,Youth (<25),F,United Kingdom,England,bikes,road bikes,"road-150 red, 52",1,2171,3578,1264,2171,3435,extra large,green,plastic,1 Year,manufacturer a,1,7.36,1,3,True,22.42,UPS,Same Day,Premium,30 Days,1
2023-02-03,3,February,2023,43,Adults (35-64),F,Canada,British Columbia,bikes,road bikes,"road-550-w yellow, 42",2,713,1120,792,1426,2218,small,red,aluminum,Lifetime,manufacturer a,5,4.85,5,5,False,71.21,FedEx,Express,,7 Days,1
2021-02-03,3,February,2021,43,Adults (35-64),F,Canada,British Columbia,bikes,road bikes,"road-550-w yellow, 42",2,713,1120,792,1426,2218,medium,white,steel,2 Years,manufacturer d,2,10.69,6,16,True,27.78,FedEx,Next Day,Premium,No Return,1
2021-06-12,12,June,2021,43,Adults (35-64),F,Canada,British Columbia,bikes,road bikes,"road-550-w yellow, 42",2,713,1120,792,1426,2218,small,white,plastic,Lifetime,manufacturer d,5,6.44,7,4,False,84.36,GLS,Next Day,Premium,No Return,1
2022-12-20,20,December,2022,43,Adults (35-64),F,Canada,British Columbia,bikes,road bikes,"road-550-w yellow, 42",1,713,1120,396,713,1109,medium,green,aluminum,Lifetime,manufacturer d,5,12.11,6,7,False,79.69,Posti,Next Day,Premium,60 Days,1
2014-06-12,12,June,2014,40,Adults (35-64),F,United States,Oregon,bikes,road bikes,"road-650 red, 52",2,487,783,373,974,1347,extra large,black,carbon fiber,2 Years,manufacturer c,4,11.33,1,25,True,29.27,GLS,Express,,30 Days,1
2019-06-24,24,June,2019,19,Youth (<25),M,Germany,Hessen,bikes,road bikes,"road-250 black, 48",1,1555,2443,717,1555,2272,small,black,carbon fiber,1 Year,manufacturer d,3,2.17,5,18,True,45.09,DHL,Standard,Premium,60 Days,1
2020-04-04,4,April,2020,48,Adults (35-64),M,Australia,New South Wales,bikes,road bikes,"road-650 black, 44",1,487,783,194,487,681,small,white,plastic,3 Years,manufacturer d,4,13.48,6,0,False,15.87,DHL,Same Day,Premium,7 Days,1
2013-05-09,9,May,2013,48,Adults (35-64),M,Australia,New South Wales,bikes,road bikes,"road-650 black, 44",1,487,783,194,487,681,medium,red,carbon fiber,3 Years,manufacturer c,5,8.93,6,5,False,99.68,UPS,Same Day,Basic,30 Days,1
2017-04-03,3,April,2017,17,Youth (<25),F,Australia,Victoria,bikes,road bikes,"road-650 red, 48",2,487,783,263,974,1237,extra large,red,aluminum,1 Year,manufacturer c,4,1.37,6,4,False,46.2,UPS,Standard,,No Return,1
2018-04-03,3,April,2018,17,Youth (<25),F,Australia,Victoria,bikes,road bikes,"road-650 red, 48",4,487,783,526,1948,2474,extra large,black,carbon fiber,2 Years,manufacturer d,4,8.85,8,5,False,39.09,GLS,Same Day,,No Return,1
2020-10-03,3,October,2020,17,Youth (<25),F,Australia,Victoria,bikes,road bikes,"road-650 red, 48",3,487,783,395,1461,1856,extra large,green,steel,1 Year,manufacturer c,3,0.58,6,15,False,44.57,DHL,Next Day,,7 Days,1
2022-02-28,28,February,2022,38,Adults (35-64),M,Germany,Saarland,bikes,road bikes,"road-150 red, 52",1,2171,3578,763,2171,2934,extra large,white,plastic,3 Years,manufacturer a,1,8.69,4,5,False,39.92,DHL,Next Day,,No Return,1
2014-01-01,1,January,2014,53,Adults (35-64),F,France,Seine (Paris),bikes,road bikes,"road-250 black, 44",1,1555,2443,448,1555,2003,large,white,steel,Lifetime,manufacturer b,5,13.61,1,29,False,94.46,GLS,Standard,Premium,No Return,1
2013-05-17,17,May,2013,54,Adults (35-64),F,United States,California,bikes,road bikes,"road-650 red, 62",2,487,783,561,974,1535,large,green,steel,3 Years,manufacturer d,4,0.84,4,1,True,18.55,Posti,Next Day,,No Return,1
2017-07-20,20,July,2017,54,Adults (35-64),F,United States,California,bikes,road bikes,"road-650 red, 62",4,487,783,1121,1948,3069,large,blue,steel,1 Year,manufacturer d,5,13.84,8,22,False,55.39,FedEx,Next Day,Basic,60 Days,1
2018-01-05,5,January,2018,54,Adults (35-64),F,United States,Washington,bikes,road bikes,"road-650 black, 60",1,487,783,124,487,611,small,black,plastic,3 Years,manufacturer b,5,10.62,5,8,True,25.43,GLS,Standard,,No Return,1
2019-07-14,14,July,2019,24,Youth (<25),F,United States,Washington,bikes,road bikes,"road-650 black, 48",2,487,783,247,974,1221,extra large,blue,plastic,3 Years,manufacturer d,4,9.98,9,7,False,34.37,Posti,Same Day,,30 Days,1
2015-12-22,22,December,2015,24,Youth (<25),F,United States,Washington,bikes,road bikes,"road-650 black, 52",1,487,783,124,487,611,large,blue,aluminum,2 Years,manufacturer d,4,12.16,1,0,True,51.5,UPS,Next Day,Basic,No Return,1
2018-02-08,8,February,2018,32,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 red, 62",3,487,783,841,1461,2302,large,green,plastic,2 Years,manufacturer d,5,1.27,9,9,False,29.84,GLS,Standard,,30 Days,1
2016-01-21,21,January,2016,36,Adults (35-64),F,United States,California,bikes,road bikes,"road-650 red, 62",2,487,783,561,974,1535,large,black,aluminum,Lifetime,manufacturer d,2,11.5,8,13,True,60.95,GLS,Express,,7 Days,1
2015-11-06,6,November,2015,36,Adults (35-64),F,United States,California,bikes,road bikes,"road-650 red, 62",2,487,783,561,974,1535,large,blue,plastic,3 Years,manufacturer d,1,7.2,5,13,False,36.92,DHL,Express,Premium,No Return,1
2019-11-30,30,November,2019,36,Adults (35-64),F,United States,California,bikes,road bikes,"road-650 red, 62",2,487,783,561,974,1535,large,green,carbon fiber,3 Years,manufacturer d,3,11.3,5,10,False,47.83,FedEx,Next Day,,No Return,1
2022-10-16,16,October,2022,36,Adults (35-64),F,United States,California,bikes,road bikes,"road-650 red, 62",1,487,783,280,487,767,small,red,steel,1 Year,manufacturer c,4,10.62,1,1,False,83.09,UPS,Same Day,Premium,60 Days,1
2022-10-20,20,October,2022,36,Adults (35-64),F,United States,California,bikes,road bikes,"road-650 red, 62",1,487,783,280,487,767,large,green,steel,2 Years,manufacturer d,4,8.16,6,5,True,50.9,Posti,Same Day,Basic,30 Days,1
2023-01-22,22,January,2023,36,Adults (35-64),F,United States,California,bikes,road bikes,"road-650 red, 62",1,487,783,280,487,767,small,black,steel,3 Years,manufacturer b,2,1.57,7,3,True,26.9,FedEx,Express,,60 Days,1
2015-05-09,9,May,2015,36,Adults (35-64),F,United States,California,bikes,road bikes,"road-650 red, 62",1,487,783,280,487,767,large,white,plastic,1 Year,manufacturer d,4,11.08,2,11,True,65.29,DHL,Same Day,,No Return,1
2015-01-18,18,January,2015,54,Adults (35-64),M,France,Hauts de Seine,bikes,road bikes,"road-250 red, 58",1,1555,2443,717,1555,2272,large,red,carbon fiber,2 Years,manufacturer a,4,12.12,5,28,True,85.56,UPS,Same Day,Basic,7 Days,1
2013-01-26,26,January,2013,54,Adults (35-64),M,France,Hauts de Seine,bikes,road bikes,"road-250 red, 58",1,1555,2443,717,1555,2272,extra large,white,plastic,1 Year,manufacturer a,4,0.8,4,20,True,27.75,DHL,Same Day,Premium,No Return,1
2020-01-01,1,January,2020,29,Young Adults (25-34),M,United States,Oregon,bikes,road bikes,"road-650 black, 44",1,487,783,186,487,673,extra large,red,carbon fiber,3 Years,manufacturer a,5,1.41,3,23,True,68.64,DHL,Standard,Premium,30 Days,1
2015-03-16,16,March,2015,30,Young Adults (25-34),M,United States,Oregon,bikes,road bikes,"road-650 black, 58",1,487,783,186,487,673,extra large,red,steel,2 Years,manufacturer d,5,13.8,3,6,False,64.24,FedEx,Same Day,,7 Days,1
2015-03-16,16,March,2015,30,Young Adults (25-34),M,United States,Oregon,bikes,road bikes,"road-650 black, 58",3,487,783,559,1461,2020,large,red,steel,3 Years,manufacturer a,4,5.63,6,3,True,65.44,UPS,Standard,Premium,60 Days,1
2014-02-20,20,February,2014,34,Young Adults (25-34),M,United States,Oregon,bikes,road bikes,"road-650 black, 60",1,487,783,186,487,673,large,black,carbon fiber,2 Years,manufacturer d,4,3.7,5,4,True,19.96,Posti,Standard,,30 Days,1
2023-02-09,9,February,2023,34,Young Adults (25-34),M,United States,Oregon,bikes,road bikes,"road-650 red, 48",1,487,783,186,487,673,extra large,blue,plastic,1 Year,manufacturer a,1,11.83,7,2,False,57.09,FedEx,Standard,Premium,30 Days,1
2023-02-03,3,February,2023,30,Young Adults (25-34),M,United States,Washington,bikes,road bikes,"road-650 red, 58",1,487,783,124,487,611,medium,red,plastic,1 Year,manufacturer d,4,3.37,3,6,False,72.14,FedEx,Same Day,Premium,No Return,1
2020-03-08,8,March,2020,30,Young Adults (25-34),M,United States,Washington,bikes,road bikes,"road-650 black, 52",1,487,783,124,487,611,large,blue,steel,3 Years,manufacturer a,5,2.66,8,13,False,70.63,DHL,Standard,,60 Days,1
2019-04-17,17,April,2019,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",2,487,783,561,974,1535,large,black,steel,3 Years,manufacturer b,5,12.35,4,13,True,69.73,Posti,Express,Basic,No Return,1
2014-11-23,23,November,2014,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",2,487,783,561,974,1535,medium,blue,steel,Lifetime,manufacturer a,5,14.75,2,21,True,8.14,GLS,Same Day,Basic,60 Days,1
2016-11-23,23,November,2016,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",4,487,783,1121,1948,3069,medium,black,steel,2 Years,manufacturer a,5,9.9,4,4,True,85.33,UPS,Next Day,Basic,60 Days,1
2013-08-03,3,August,2013,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",1,487,783,280,487,767,extra large,blue,steel,2 Years,manufacturer a,4,5.67,8,22,True,7.53,Posti,Next Day,Basic,60 Days,1
2022-08-29,29,August,2022,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",1,487,783,280,487,767,large,blue,steel,3 Years,manufacturer b,4,0.5,8,27,True,65.71,UPS,Standard,,7 Days,1
2019-09-13,13,September,2019,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",1,487,783,280,487,767,large,red,steel,1 Year,manufacturer a,5,8.92,8,10,True,46.34,DHL,Standard,Basic,60 Days,1
2015-10-03,3,October,2015,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",1,487,783,280,487,767,large,blue,steel,1 Year,manufacturer b,5,10.28,5,25,False,95.38,DHL,Express,Premium,7 Days,1
2020-10-18,18,October,2020,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",3,487,783,841,1461,2302,large,white,steel,1 Year,manufacturer b,4,4.93,8,27,False,52.97,DHL,Next Day,,No Return,1
2020-12-16,16,December,2020,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",1,487,783,280,487,767,extra large,white,steel,3 Years,manufacturer d,4,1.16,7,11,False,64.56,UPS,Next Day,Premium,No Return,1
2015-12-16,16,December,2015,30,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 58",1,487,783,280,487,767,extra large,red,carbon fiber,3 Years,manufacturer a,1,5.35,5,13,True,22.11,DHL,Standard,,30 Days,1
2020-08-31,31,August,2020,25,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,bikes,road bikes,"road-250 red, 52",2,1519,2443,1213,3038,4251,extra large,white,carbon fiber,1 Year,manufacturer d,5,4.01,5,3,True,91.24,DHL,Standard,,30 Days,1
2019-02-25,25,February,2019,28,Young Adults (25-34),M,France,Seine Saint Denis,bikes,road bikes,"road-250 red, 44",1,1519,2443,484,1519,2003,medium,red,steel,Lifetime,manufacturer b,4,4.33,5,2,True,25.07,GLS,Same Day,Basic,7 Days,1
2021-07-10,10,July,2021,52,Adults (35-64),M,France,Essonne,bikes,road bikes,"road-250 red, 52",1,1519,2443,826,1519,2345,extra large,green,carbon fiber,3 Years,manufacturer b,1,13.82,3,6,False,41.52,DHL,Standard,,60 Days,1
2015-07-15,15,July,2015,23,Youth (<25),M,United States,Washington,bikes,road bikes,"road-750 black, 52",2,344,540,154,688,842,extra large,blue,plastic,2 Years,manufacturer a,2,5.86,8,18,True,32.32,FedEx,Standard,Premium,30 Days,1
2016-04-26,26,April,2016,23,Youth (<25),M,United States,Washington,bikes,road bikes,"road-650 black, 62",1,487,783,124,487,611,extra large,blue,steel,2 Years,manufacturer a,1,10.83,8,13,False,71.85,FedEx,Standard,,No Return,1
2013-04-26,26,April,2013,23,Youth (<25),M,United States,Washington,bikes,road bikes,"road-650 black, 62",1,487,783,124,487,611,large,blue,steel,2 Years,manufacturer a,5,2.28,6,3,False,34.28,GLS,Same Day,Basic,No Return,1
2019-12-03,3,December,2019,31,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 62",4,487,783,1121,1948,3069,extra large,white,steel,2 Years,manufacturer a,4,7.21,3,1,False,64.77,FedEx,Same Day,,No Return,1
2019-04-08,8,April,2019,31,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 62",1,487,783,280,487,767,extra large,black,steel,3 Years,manufacturer d,4,1.98,5,0,True,56.29,GLS,Next Day,,7 Days,1
2021-12-28,28,December,2021,31,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 62",1,487,783,280,487,767,extra large,red,steel,Lifetime,manufacturer d,5,8.15,7,25,True,31.14,UPS,Standard,Premium,60 Days,1
2019-12-28,28,December,2019,31,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 62",1,487,783,280,487,767,large,white,steel,1 Year,manufacturer a,4,5.07,5,20,False,36.97,DHL,Same Day,Basic,30 Days,1
2022-02-14,14,February,2022,31,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 black, 62",1,487,783,280,487,767,extra large,blue,steel,1 Year,manufacturer d,5,6.25,5,27,True,38.41,Posti,Express,Premium,60 Days,1
2016-06-09,9,June,2016,31,Young Adults (25-34),F,United States,California,bikes,road bikes,"road-650 red, 44",2,487,783,561,974,1535,small,blue,steel,1 Year,manufacturer c,5,9.04,1,4,False,34.45,Posti,Express,Basic,60 Days,1
2014-09-13,13,September,2014,51,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 black, 62",2,487,783,561,974,1535,large,black,steel,Lifetime,manufacturer c,5,1.43,1,2,True,76.33,FedEx,Standard,Basic,7 Days,1
2018-09-13,13,September,2018,51,Adults (35-64),M,United States,California,bikes,road bikes,"road-650 black, 62",1,487,783,280,487,767,large,white,steel,3 Years,manufacturer b,5,11.51,2,8,False,69.85,UPS,Standard,,7 Days,1
2014-12-07,7,December,2014,47,Adults (35-64),F,United States,Washington,bikes,road bikes,"road-650 red, 48",1,487,783,124,487,611,extra large,white,steel,2 Years,manufacturer a,5,10.78,9,28,True,39.76,DHL,Same Day,Premium,30 Days,1
2020-05-06,6,May,2020,47,Adults (35-64),M,United States,Washington,bikes,road bikes,"road-650 black, 62",1,487,783,124,487,611,extra large,black,steel,3 Years,manufacturer d,5,4.95,2,1,True,33.09,DHL,Next Day,Basic,60 Days,1
2017-04-15,15,April,2017,47,Adults (35-64),M,United States,Washington,bikes,road bikes,"road-650 black, 62",1,487,783,124,487,611,large,green,steel,3 Years,manufacturer c,2,10.95,5,4,True,31.52,GLS,Same Day,Premium,No Return,1
2022-04-15,15,April,2022,47,Adults (35-64),M,United States,Washington,bikes,road bikes,"road-650 black, 62",3,487,783,371,1461,1832,large,red,steel,2 Years,manufacturer b,3,4.13,9,3,False,26.97,Posti,Next Day,,No Return,1
2019-05-06,6,May,2019,47,Adults (35-64),M,United States,Washington,bikes,road bikes,"road-650 red, 48",1,487,783,124,487,611,extra large,black,aluminum,2 Years,manufacturer b,5,8.15,7,23,False,96.95,Posti,Express,,7 Days,1
